date,total_cases,net_cases,fortnight_average
2021-03-05,20481,0,0.14285714285714285
2021-03-04,20481,0,0.35714285714285715
2021-03-03,20481,0,0.42857142857142855
2021-03-02,20481,0,0.42857142857142855
2021-03-01,20481,0,0.7142857142857143
2021-02-28,20481,0,0.8571428571428571
2021-02-27,20481,0,1.0714285714285714
2021-02-26,20481,2,1.0
2021-02-25,20479,0,1.3571428571428572
2021-02-24,20479,0,1.5
2021-02-23,20479,0,1.6428571428571428
2021-02-22,20479,0,1.6428571428571428
2021-02-21,20479,0,1.7142857142857142
2021-02-20,20479,0,1.6428571428571428
2021-02-19,20479,3,1.4285714285714286
2021-02-18,20476,1,1.6428571428571428
2021-02-17,20475,0,1.8571428571428572
2021-02-16,20475,4,1.5
2021-02-15,20471,2,1.4285714285714286
2021-02-14,20469,3,1.2857142857142858
2021-02-13,20466,1,1.2142857142857142
2021-02-12,20465,5,0.9285714285714286
2021-02-11,20460,2,0.7857142857142857
2021-02-10,20458,2,0.8571428571428571
2021-02-09,20456,0,0.9285714285714286
2021-02-08,20456,1,0.9285714285714286
2021-02-07,20455,-1,1.4285714285714286
2021-02-06,20456,0,1.4285714285714286
2021-02-05,20456,4,1.2857142857142858
2021-02-04,20452,3,1.1428571428571428
2021-02-03,20449,-1,1.2857142857142858
2021-02-02,20450,1,1.3571428571428572
2021-02-01,20449,1,1.4285714285714286
2021-01-31,20448,0,1.7142857142857142
2021-01-30,20448,1,2.142857142857143
2021-01-29,20447,0,2.357142857142857
2021-01-28,20447,3,2.2857142857142856
2021-01-27,20444,1,2.0714285714285716
2021-01-26,20443,1,2.2142857142857144
2021-01-25,20442,6,1.7857142857142858
2021-01-24,20436,0,1.8571428571428572
2021-01-23,20436,2,2.142857142857143
2021-01-22,20434,1,2.142857142857143
2021-01-21,20433,1,2.142857142857143
2021-01-20,20432,2,2.0
2021-01-19,20430,2,2.0714285714285716
2021-01-18,20428,4,2.0714285714285716
2021-01-17,20424,7,1.8571428571428572
2021-01-16,20417,3,1.8571428571428572
2021-01-15,20414,2,2.5714285714285716
2021-01-14,20412,-2,3.2857142857142856
2021-01-13,20414,3,3.2857142857142856
2021-01-12,20411,0,3.357142857142857
2021-01-11,20411,1,3.2857142857142856
2021-01-10,20410,6,3.0
2021-01-09,20404,1,3.0
2021-01-08,20403,1,2.9285714285714284
2021-01-07,20402,0,2.9285714285714284
2021-01-06,20402,3,2.7142857142857144
2021-01-05,20399,4,2.5
2021-01-04,20395,4,2.4285714285714284
2021-01-03,20391,3,2.2857142857142856
2021-01-02,20388,12,1.5714285714285714
2021-01-01,20376,8,1.1428571428571428
2020-12-31,20368,3,1.0
2020-12-30,20365,1,0.9285714285714286
2020-12-29,20364,0,0.9285714285714286
2020-12-28,20364,2,0.7142857142857143
2020-12-27,20362,1,0.7142857142857143
2020-12-26,20361,0,0.7857142857142857
2020-12-25,20361,0,1.1428571428571428
2020-12-24,20361,0,1.1428571428571428
2020-12-23,20361,1,1.0714285714285714
2020-12-22,20360,3,0.8571428571428571
2020-12-21,20357,1,0.7857142857142857
2020-12-20,20356,2,0.6428571428571429
2020-12-19,20354,2,0.5
2020-12-18,20352,1,0.42857142857142855
2020-12-17,20351,0,0.42857142857142855
2020-12-16,20351,0,0.42857142857142855
2020-12-15,20351,-1,0.5
2020-12-14,20352,1,0.42857142857142855
2020-12-13,20351,1,0.35714285714285715
2020-12-12,20350,5,0.0
2020-12-11,20345,0,0.0
2020-12-10,20345,0,0.0
2020-12-09,20345,0,0.0
2020-12-08,20345,0,0.0
2020-12-07,20345,0,0.0
2020-12-06,20345,0,0.0
2020-12-05,20345,0,0.0
2020-12-04,20345,0,0.0
2020-12-03,20345,0,0.0
2020-12-02,20345,0,0.0
2020-12-01,20345,0,0.0
2020-11-30,20345,0,0.0
2020-11-29,20345,0,0.0
2020-11-28,20345,0,0.0
2020-11-27,20345,0,0.0
2020-11-26,20345,0,0.0
2020-11-25,20345,0,0.0
2020-11-24,20345,0,0.0
2020-11-23,20345,0,0.0
2020-11-22,20345,0,0.0
2020-11-21,20345,0,0.0
2020-11-20,20345,0,0.0
2020-11-19,20345,0,0.0
2020-11-18,20345,0,0.0
2020-11-17,20345,0,0.0
2020-11-16,20345,0,0.0
2020-11-15,20345,0,-0.07142857142857142
2020-11-14,20345,0,-0.07142857142857142
2020-11-13,20345,0,-0.14285714285714285
2020-11-12,20345,0,0.07142857142857142
2020-11-11,20345,0,0.21428571428571427
2020-11-10,20345,0,0.2857142857142857
2020-11-09,20345,0,0.2857142857142857
2020-11-08,20345,0,0.14285714285714285
2020-11-07,20345,0,0.6428571428571429
2020-11-06,20345,0,1.0714285714285714
2020-11-05,20345,0,1.1428571428571428
2020-11-04,20345,0,1.5714285714285714
2020-11-03,20345,0,1.7857142857142858
2020-11-02,20345,-1,1.9285714285714286
2020-11-01,20346,0,2.2142857142857144
2020-10-31,20346,-1,2.142857142857143
2020-10-30,20347,3,1.9285714285714286
2020-10-29,20344,2,1.9285714285714286
2020-10-28,20342,1,2.142857142857143
2020-10-27,20341,0,2.5714285714285716
2020-10-26,20341,-2,3.4285714285714284
2020-10-25,20343,7,3.9285714285714284
2020-10-24,20336,6,4.357142857142857
2020-10-23,20330,1,5.142857142857143
2020-10-22,20329,6,5.428571428571429
2020-10-21,20323,3,5.928571428571429
2020-10-20,20320,1,6.142857142857143
2020-10-19,20319,4,6.785714285714286
2020-10-18,20315,-2,7.714285714285714
2020-10-17,20317,0,8.571428571428571
2020-10-16,20317,2,8.857142857142858
2020-10-15,20315,4,9.142857142857142
2020-10-14,20311,6,9.714285714285714
2020-10-13,20305,10,9.785714285714286
2020-10-12,20295,14,9.428571428571429
2020-10-11,20281,12,8.857142857142858
2020-10-10,20269,12,9.142857142857142
2020-10-09,20257,10,9.214285714285714
2020-10-08,20247,10,9.428571428571429
2020-10-07,20237,4,9.5
2020-10-06,20233,13,10.285714285714286
2020-10-05,20220,11,11.285714285714286
2020-10-04,20209,12,11.071428571428571
2020-10-03,20197,6,11.214285714285714
2020-10-02,20191,8,12.214285714285714
2020-10-01,20183,14,14.214285714285714
2020-09-30,20169,11,15.357142857142858
2020-09-29,20158,9,17.0
2020-09-28,20149,4,19.5
2020-09-27,20145,16,21.0
2020-09-26,20129,11,22.714285714285715
2020-09-25,20118,13,24.142857142857142
2020-09-24,20105,5,26.571428571428573
2020-09-23,20100,24,27.714285714285715
2020-09-22,20076,25,31.142857142857142
2020-09-21,20051,9,33.42857142857143
2020-09-20,20042,8,35.42857142857143
2020-09-19,20034,22,38.07142857142857
2020-09-18,20012,42,39.642857142857146
2020-09-17,19970,27,43.357142857142854
2020-09-16,19943,32,49.07142857142857
2020-09-15,19911,39,52.42857142857143
2020-09-14,19872,37,53.92857142857143
2020-09-13,19835,35,56.07142857142857
2020-09-12,19800,33,61.714285714285715
2020-09-11,19767,39,64.71428571428571
2020-09-10,19728,40,69.57142857142857
2020-09-09,19688,73,71.92857142857143
2020-09-08,19615,41,79.28571428571429
2020-09-07,19574,36,86.28571428571429
2020-09-06,19538,59,89.14285714285714
2020-09-05,19479,64,99.0
2020-09-04,19415,79,106.0
2020-09-03,19336,112,110.07142857142857
2020-09-02,19224,86,120.85714285714286
2020-09-01,19138,58,131.57142857142858
2020-08-31,19080,65,142.0
2020-08-30,19015,112,152.78571428571428
2020-08-29,18903,81,164.64285714285714
2020-08-28,18822,108,177.14285714285714
2020-08-27,18714,106,196.07142857142858
2020-08-26,18608,144,201.28571428571428
2020-08-25,18464,134,219.92857142857142
2020-08-24,18330,99,233.85714285714286
2020-08-23,18231,202,240.71428571428572
2020-08-22,18029,177,254.92857142857142
2020-08-21,17852,169,272.57142857142856
2020-08-20,17683,237,284.07142857142856
2020-08-19,17446,208,300.2142857142857
2020-08-18,17238,211,335.14285714285717
2020-08-17,17027,263,344.7857142857143
2020-08-16,16764,247,354.2857142857143
2020-08-15,16517,283,378.7857142857143
2020-08-14,16234,371,377.57142857142856
2020-08-13,15863,217,403.42857142857144
2020-08-12,15646,395,424.7857142857143
2020-08-11,15251,294,422.0
2020-08-10,14957,298,425.92857142857144
2020-08-09,14659,376,435.85714285714283
2020-08-08,14283,416,437.35714285714283
2020-08-07,13867,398,433.14285714285717
2020-08-06,13469,434,422.14285714285717
2020-08-05,13035,700,399.7142857142857
2020-08-04,12335,398,403.42857142857144
2020-08-03,11937,380,401.07142857142856
2020-08-02,11557,626,373.92857142857144
2020-08-01,10931,354,373.14285714285717
2020-07-31,10577,579,345.2142857142857
2020-07-30,9998,694,325.2857142857143
2020-07-29,9304,255,328.64285714285717
2020-07-28,9049,353,319.42857142857144
2020-07-27,8696,515,301.0
2020-07-26,8181,437,281.7857142857143
2020-07-25,7744,339,274.64285714285717
2020-07-24,7405,280,267.57142857142856
2020-07-23,7125,386,260.07142857142856
2020-07-22,6739,450,239.07142857142858
2020-07-21,6289,347,222.71428571428572
2020-07-20,5942,246,216.85714285714286
2020-07-19,5696,343,201.21428571428572
2020-07-18,5353,188,192.57142857142858
2020-07-17,5165,415,170.14285714285714
2020-07-16,4750,302,153.21428571428572
2020-07-15,4448,224,142.35714285714286
2020-07-14,4224,257,129.14285714285714
2020-07-13,3967,168,121.42857142857143
2020-07-12,3799,239,109.42857142857143
2020-07-11,3560,181,99.42857142857143
2020-07-10,3379,281,82.21428571428571
2020-07-09,3098,156,73.21428571428571
2020-07-08,2942,118,67.14285714285714
2020-07-07,2824,164,56.857142857142854
2020-07-06,2660,124,49.214285714285715
2020-07-05,2536,67,45.214285714285715
2020-07-04,2469,101,39.357142857142854
2020-07-03,2368,65,36.5
2020-07-02,2303,72,32.214285714285715
2020-07-01,2231,72,28.357142857142858
2020-06-30,2159,60,25.571428571428573
2020-06-29,2099,71,21.142857142857142
2020-06-28,2028,41,19.071428571428573
2020-06-27,1987,40,16.857142857142858
2020-06-26,1947,30,15.285714285714286
2020-06-25,1917,33,13.214285714285714
2020-06-24,1884,20,12.357142857142858
2020-06-23,1864,17,11.428571428571429
2020-06-22,1847,11,10.642857142857142
2020-06-21,1836,19,9.428571428571429
2020-06-20,1817,25,7.928571428571429
2020-06-19,1792,12,7.071428571428571
2020-06-18,1780,18,6.0
2020-06-17,1762,21,5.071428571428571
2020-06-16,1741,9,4.928571428571429
2020-06-15,1732,12,4.785714285714286
2020-06-14,1720,9,4.428571428571429
2020-06-13,1711,8,4.142857142857143
2020-06-12,1703,4,4.642857142857143
2020-06-11,1699,8,4.5
2020-06-10,1691,4,4.928571428571429
2020-06-09,1687,0,5.5
2020-06-08,1687,2,5.714285714285714
2020-06-07,1685,4,5.571428571428571
2020-06-06,1681,0,5.642857142857143
2020-06-05,1681,3,6.071428571428571
2020-06-04,1678,8,6.357142857142857
2020-06-03,1670,7,5.928571428571429
2020-06-02,1663,10,5.714285714285714
2020-06-01,1653,4,5.857142857142857
2020-05-31,1649,4,6.0
2020-05-30,1645,11,5.714285714285714
2020-05-29,1634,6,6.071428571428571
2020-05-28,1628,10,6.785714285714286
2020-05-27,1618,8,6.857142857142857
2020-05-26,1610,5,6.857142857142857
2020-05-25,1605,2,7.785714285714286
2020-05-24,1603,1,8.214285714285714
2020-05-23,1602,9,8.285714285714286
2020-05-22,1593,12,8.142857142857142
2020-05-21,1581,1,9.0
2020-05-20,1580,7,9.5
2020-05-19,1573,6,10.285714285714286
2020-05-18,1567,6,11.071428571428571
2020-05-17,1561,7,12.142857142857142
2020-05-16,1554,11,12.285714285714286
2020-05-15,1543,20,11.357142857142858
2020-05-14,1523,9,10.928571428571429
2020-05-13,1514,5,11.071428571428571
2020-05-12,1509,15,10.214285714285714
2020-05-11,1494,7,9.857142857142858
2020-05-10,1487,10,9.142857142857142
2020-05-09,1477,10,8.642857142857142
2020-05-08,1467,13,7.928571428571429
2020-05-07,1454,14,7.357142857142857
2020-05-06,1440,17,6.214285714285714
2020-05-05,1423,17,5.0
2020-05-04,1406,22,3.9285714285714284
2020-05-03,1384,13,3.0714285714285716
2020-05-02,1371,7,3.2142857142857144
2020-05-01,1364,3,4.214285714285714
2020-04-30,1361,7,3.7857142857142856
2020-04-29,1354,3,3.7142857142857144
2020-04-28,1351,2,4.142857142857143
2020-04-27,1349,0,4.857142857142857
2020-04-26,1349,3,5.571428571428571
2020-04-25,1346,3,5.571428571428571
2020-04-24,1343,6,6.857142857142857
2020-04-23,1337,1,7.714285714285714
2020-04-22,1336,0,8.857142857142858
2020-04-21,1336,7,9.857142857142858
2020-04-20,1329,1,12.142857142857142
2020-04-19,1328,9,13.142857142857142
2020-04-18,1319,17,13.357142857142858
2020-04-17,1302,1,15.428571428571429
2020-04-16,1301,2,18.785714285714285
2020-04-15,1299,8,23.071428571428573
2020-04-14,1291,10,26.0
2020-04-13,1281,13,31.928571428571427
2020-04-12,1268,3,35.42857142857143
2020-04-11,1265,24,39.714285714285715
2020-04-10,1241,13,46.714285714285715
2020-04-09,1228,16,49.42857142857143
2020-04-08,1212,21,51.785714285714285
2020-04-07,1191,33,53.357142857142854
2020-04-06,1158,23,55.714285714285715
2020-04-05,1135,20,58.5
2020-04-04,1115,30,61.142857142857146
2020-04-03,1085,49,61.285714285714285
2020-04-02,1036,68,58.42857142857143
2020-04-01,968,51,56.857142857142854
2020-03-31,917,96,51.92857142857143
2020-03-30,821,52,49.857142857142854
2020-03-29,769,84,44.857142857142854
2020-03-28,685,111,37.5
2020-03-27,574,54,34.57142857142857
2020-03-26,520,54,31.357142857142858
2020-03-25,466,55,27.857142857142858
2020-03-24,411,56,24.071428571428573
2020-03-23,355,59,20.071428571428573
2020-03-22,296,67,15.5
2020-03-21,229,51,11.928571428571429
2020-03-20,178,28,10.0
2020-03-19,150,29,7.928571428571429
2020-03-18,121,27,6.0
2020-03-17,94,23,4.428571428571429
2020-03-16,71,14,3.4285714285714284
2020-03-15,57,8,2.857142857142857
2020-03-14,49,13,2.0714285714285716
2020-03-13,36,9,1.4285714285714286
2020-03-12,27,6,1.0
2020-03-11,21,3,1.0
2020-03-10,18,3,0.7857142857142857
2020-03-09,15,3,0.5714285714285714
2020-03-08,12,1,0.5
2020-03-07,11,1,0.42857142857142855
2020-03-06,10,0,0.42857142857142855
2020-03-05,10,0,0.42857142857142855
2020-03-04,10,1,0.35714285714285715
2020-03-03,9,0,0.35714285714285715
2020-03-02,9,0,0.35714285714285715
2020-03-01,9,2,0.21428571428571427
2020-02-29,7,0,0.21428571428571427
2020-02-28,7,0,0.21428571428571427
2020-02-27,7,3,0.0
2020-02-26,4,0,0.0
2020-02-25,4,0,0.0
2020-02-24,4,0,0.0
2020-02-23,4,0,0.0
2020-02-22,4,0,0.0
2020-02-21,4,0,0.0
2020-02-20,4,0,0.0
2020-02-19,4,0,0.0
2020-02-18,4,0,0.0
2020-02-17,4,0,0.0
2020-02-16,4,0,0.0
2020-02-15,4,0,0.0
2020-02-14,4,0,0.07142857142857142
2020-02-13,4,0,0.07142857142857142
2020-02-12,4,0,0.07142857142857142
2020-02-11,4,0,0.21428571428571427
2020-02-10,4,0,0.21428571428571427
2020-02-09,4,0,0.21428571428571427
2020-02-08,4,0,0.21428571428571427
2020-02-07,4,0,0.21428571428571427
2020-02-06,4,0,0.21428571428571427
2020-02-05,4,0,0.21428571428571427
2020-02-04,4,0,0.21428571428571427
2020-02-03,4,0,0.21428571428571427
2020-02-02,4,0,0.21428571428571427
2020-02-01,4,1,0.14285714285714285
2020-01-31,3,0,0.14285714285714285
2020-01-30,3,0,0.14285714285714285
2020-01-29,3,2,0.0
2020-01-28,1,0,0.0
2020-01-27,1,0,0.0
2020-01-26,1,0,0.0
2020-01-25,1,0,0.0
